account_type,media_type,content_category,traffic_source,follower_count,hashtags_count,caption_length,has_cta,is_weekend,post_hour,likes,comments,shares,saves,normalized_engagement,is_viral
brand,image,music,hashtags,7486,7,131,1,0,4,732,0,33,115,0.14173123163238044,1
creator,image,technology,home feed,10739,4,118,0,0,5,267,11,11,35,0.036502467641307386,0
creator,image,food,reels feed,10034,6,114,0,0,14,517,14,26,74,0.07683874825592985,0
creator,carousel,food,home feed,22291,4,135,0,0,16,152,4,6,20,0.009779731730294738,0
brand,carousel,food,home feed,13798,3,102,0,0,15,110,4,3,12,0.010943615016669083,0
brand,reel,beauty,home feed,6916,5,120,0,0,20,198,5,11,37,0.04554655870445344,0
creator,carousel,lifestyle,reels feed,31095,3,95,0,0,14,204,8,4,28,0.009261939218523878,0
brand,image,comedy,external,13798,8,134,0,0,19,719,23,26,96,0.07501087114074503,0
brand,carousel,comedy,hashtags,5824,7,136,1,0,11,140,0,8,19,0.034684065934065936,0
creator,carousel,beauty,hashtags,15923,6,121,0,0,10,80,3,3,12,0.007473466055391572,0
creator,image,fashion,profile,10739,10,136,0,0,3,187,10,8,21,0.025421361393053357,0
creator,reel,lifestyle,reels feed,31095,12,122,1,0,12,152,6,10,29,0.008104196816208394,0
creator,image,fitness,external,5824,7,125,1,0,21,216,10,4,28,0.0521978021978022,0
creator,image,fitness,profile,5824,13,113,1,0,10,29,0,0,5,0.006696428571428571,0
creator,image,food,reels feed,4542,8,125,0,0,18,204,6,13,0,0.056142668428005284,0
creator,image,comedy,external,8167,12,115,0,0,23,79,2,3,9,0.013468838006611975,0
creator,image,travel,external,8167,6,103,0,0,8,140,5,3,25,0.025590792212562753,0
creator,image,fashion,explore,7486,7,129,0,0,9,270,0,13,49,0.05436815388725621,0
creator,carousel,photography,reels feed,7486,2,115,0,0,21,78,1,5,14,0.01643067058509217,0
creator,carousel,food,reels feed,22291,8,129,0,0,23,307,11,14,41,0.02032210309093356,0
creator,image,fitness,explore,9044,13,139,0,0,0,276,5,0,44,0.041353383458646614,0
creator,image,fitness,profile,5824,6,110,0,0,0,47,1,2,8,0.012190934065934066,0
creator,reel,lifestyle,home feed,9044,6,118,0,0,13,133,3,7,26,0.02344095532950022,0
creator,image,fashion,profile,4972,12,110,1,0,15,154,2,7,22,0.04485116653258246,0
brand,image,fashion,reels feed,8167,6,114,1,0,9,99,1,3,14,0.016897269499204115,0
creator,carousel,travel,explore,9044,6,136,0,0,19,11,0,0,2,0.0016585581601061478,0
creator,carousel,fitness,external,7486,9,126,0,0,0,116,10,7,21,0.026582954849051564,0
brand,carousel,technology,home feed,9696,15,117,0,0,12,116,5,5,8,0.016192244224422444,0
creator,carousel,lifestyle,external,4542,5,105,0,0,6,255,7,0,39,0.07639806252752092,0
creator,carousel,comedy,hashtags,13798,8,120,1,0,19,90,2,4,11,0.009276706769096971,0
creator,image,technology,profile,5824,12,135,0,0,16,423,13,18,65,0.10868818681318682,0
creator,image,music,reels feed,6916,14,121,0,0,16,100,8,4,15,0.022845575477154424,0
creator,carousel,lifestyle,profile,5824,8,120,0,0,12,162,6,4,21,0.03914835164835165,0
creator,image,photography,reels feed,10034,6,122,0,0,21,329,9,19,38,0.04783735299980068,0
brand,image,comedy,external,10034,6,140,0,0,5,234,6,9,36,0.03438309746860674,0
creator,image,fashion,reels feed,9044,7,123,0,0,5,436,12,25,65,0.07352941176470588,0
brand,image,comedy,profile,3447,4,106,0,0,8,29,1,0,3,0.010733971569480708,0
brand,carousel,lifestyle,explore,9044,2,114,1,0,22,203,8,10,30,0.034166298098186644,0
brand,image,fitness,home feed,4542,3,126,1,0,22,754,26,44,125,0.261558784676354,1
creator,reel,music,explore,8167,6,139,1,0,16,339,8,9,44,0.05754867148279662,0
creator,carousel,fashion,reels feed,5824,4,128,0,0,7,634,22,27,82,0.15848214285714285,1
brand,image,technology,explore,15986,12,133,0,0,5,117,2,9,11,0.010634305016889778,0
creator,reel,beauty,reels feed,10739,6,105,1,0,10,230,7,15,35,0.03342955582456467,0
creator,carousel,music,home feed,22291,4,129,0,0,20,78,3,4,12,0.005383338567134718,0
creator,carousel,travel,home feed,9696,8,131,0,0,21,474,12,23,63,0.07147277227722772,0
creator,reel,beauty,reels feed,5824,11,111,0,0,12,122,0,8,15,0.03021978021978022,0
creator,image,photography,reels feed,3447,11,115,1,0,8,190,5,8,28,0.08123005512039455,0
creator,carousel,technology,profile,6916,5,130,0,0,19,169,3,6,28,0.03600347021399653,0
creator,carousel,photography,home feed,8167,4,108,0,0,22,743,26,30,112,0.13579037590302437,0
creator,image,comedy,home feed,10034,6,123,0,0,12,76,1,3,12,0.011062387881203907,0
brand,image,fitness,profile,15986,11,116,1,0,18,131,5,7,23,0.01301138496184161,0
creator,image,comedy,profile,3083,7,114,0,0,13,251,11,12,39,0.12552708400908205,0
creator,reel,fitness,home feed,10739,7,112,0,0,17,386,18,34,55,0.05903715429742062,0
creator,image,food,profile,15923,11,115,1,0,18,121,2,9,13,0.011178797965207562,0
brand,reel,food,home feed,3551,9,114,0,0,22,317,9,19,38,0.13179386088425796,0
creator,image,photography,explore,6916,6,123,0,0,5,398,11,15,59,0.08429728166570272,0
creator,carousel,travel,external,9696,9,131,0,0,18,668,20,33,88,0.10138201320132013,0
creator,reel,photography,reels feed,7486,4,120,0,0,3,477,15,21,60,0.09217205450173657,0
creator,image,food,hashtags,5824,11,116,1,0,16,253,5,12,46,0.06713598901098901,0
creator,image,beauty,explore,7486,8,127,1,0,22,519,14,14,69,0.09711461394603259,0
brand,image,beauty,hashtags,4542,4,110,1,0,4,163,7,7,23,0.05372082782915016,0
creator,reel,travel,hashtags,9461,9,112,0,0,0,526,16,31,76,0.08487474896945355,0
creator,carousel,travel,profile,7486,8,116,1,0,11,285,12,21,27,0.05690622495324606,0
creator,reel,travel,reels feed,3447,11,120,0,0,3,82,0,5,13,0.03568320278503046,0
creator,carousel,photography,external,22291,11,127,0,0,19,269,7,12,0,0.014310708357633125,0
brand,reel,technology,profile,4972,7,118,0,0,13,443,18,17,70,0.13475462590506837,0
brand,image,lifestyle,explore,9044,8,115,0,0,6,21,0,2,4,0.003869969040247678,0
creator,carousel,fashion,hashtags,10018,9,118,0,0,10,0,2,3,25,0.006288680375324416,0
brand,carousel,travel,reels feed,6916,8,125,0,0,15,186,2,12,28,0.04077501445922498,0
creator,reel,fashion,home feed,4542,11,117,1,0,21,43,1,2,4,0.012989872302950243,0
creator,carousel,technology,hashtags,22291,9,137,0,0,9,281,10,18,51,0.02050154770983805,0
creator,image,lifestyle,reels feed,3551,9,143,0,0,19,95,2,5,5,0.03491974091805125,0
creator,reel,travel,hashtags,8167,13,130,0,0,14,439,9,20,59,0.07775192849271459,0
creator,reel,travel,home feed,3447,9,113,1,0,4,357,9,15,52,0.1520162460110241,1
brand,carousel,travel,reels feed,4542,12,134,0,0,13,392,10,21,66,0.13364156759136944,0
creator,reel,beauty,profile,31095,12,115,0,0,1,199,7,8,22,0.009036822640295868,0
creator,image,technology,reels feed,3083,9,141,1,0,22,56,1,3,12,0.029516704508595525,0
brand,carousel,fashion,hashtags,4972,6,116,1,0,8,18,1,0,2,0.004827031375703942,0
creator,carousel,fitness,profile,9044,7,94,1,0,8,42,2,4,7,0.00796107916850951,0
brand,reel,fitness,reels feed,10018,13,110,0,0,22,128,5,8,15,0.01916550209622679,0
creator,image,technology,explore,15923,6,92,0,0,6,852,27,49,140,0.08371538026753753,0
creator,carousel,travel,reels feed,3551,7,131,1,0,7,265,9,13,25,0.10475922275415377,0
brand,carousel,fitness,external,9044,2,135,0,0,4,188,0,9,30,0.030406899601946043,0
brand,carousel,fashion,hashtags,7486,4,125,0,0,0,76,4,1,6,0.013224686080683943,0
creator,image,fitness,explore,3083,7,94,0,0,15,225,3,22,27,0.11385014596172559,0
creator,image,fashion,home feed,3083,8,101,0,0,11,303,14,19,58,0.1634771326629906,1
creator,image,travel,home feed,10034,15,130,0,0,9,161,2,5,18,0.021526808849910303,0
creator,image,travel,external,6916,6,113,1,0,9,621,15,39,97,0.13909774436090225,1
brand,carousel,photography,reels feed,10018,2,98,0,0,10,104,4,6,17,0.01637053304052705,0
creator,image,food,home feed,15923,9,124,1,0,18,140,4,7,0,0.010613577843371224,0
creator,carousel,beauty,reels feed,13798,8,119,0,0,18,795,25,36,128,0.08762139440498623,0
brand,reel,lifestyle,hashtags,4972,13,110,0,0,2,106,6,4,16,0.03258246178600161,0
brand,image,lifestyle,hashtags,31095,6,126,1,0,14,112,6,9,24,0.006399742723910596,0
creator,carousel,comedy,hashtags,9696,5,126,1,0,4,150,2,6,30,0.02392739273927393,0
creator,reel,beauty,profile,4542,6,128,1,0,15,790,24,54,121,0.27344782034346105,1
creator,carousel,travel,hashtags,3551,5,115,0,0,12,125,6,6,22,0.05604055195719516,0
brand,image,lifestyle,external,4542,8,107,1,0,12,1091,32,51,174,0.36459709379128136,1
creator,reel,fashion,external,3551,14,112,0,0,12,65,1,4,18,0.032385243593353985,0
creator,image,comedy,hashtags,7486,4,119,0,0,22,24,0,0,4,0.004274646005877639,0
creator,carousel,fitness,external,6916,10,117,0,0,15,168,5,10,15,0.03441295546558704,0
creator,carousel,fitness,home feed,7486,7,120,0,0,3,221,6,9,29,0.04247929468340903,0
creator,carousel,comedy,profile,15923,8,102,1,0,23,556,13,20,86,0.05112101990830874,0
creator,reel,food,external,9044,9,130,0,0,9,291,13,12,34,0.04655019902697921,0
creator,image,music,external,9461,12,131,1,0,21,538,16,33,76,0.08677729626889336,0
creator,reel,fashion,profile,15923,5,128,0,0,12,313,10,22,48,0.031087106700998554,0
brand,image,lifestyle,external,4972,9,109,0,0,2,222,5,14,32,0.06798069187449718,0
creator,image,food,reels feed,4972,6,112,1,0,9,207,7,10,23,0.059734513274336286,0
creator,reel,fashion,reels feed,3083,7,129,1,0,4,295,9,16,37,0.1410963347388907,1
creator,image,photography,profile,6916,10,115,1,0,7,821,26,42,122,0.17972816657027182,1
creator,carousel,lifestyle,hashtags,5824,7,136,1,0,0,406,9,15,55,0.09941620879120878,0
creator,image,photography,external,9696,14,128,0,0,18,246,3,16,34,0.037953795379537955,0
creator,reel,travel,external,9461,10,122,1,0,7,140,3,5,21,0.021456505654793363,0
creator,image,beauty,explore,10018,8,122,0,0,22,164,4,13,17,0.02445597923737273,0
creator,image,travel,explore,3447,9,104,0,0,0,171,4,8,14,0.0670147954743255,0
creator,image,fitness,home feed,15986,9,113,0,0,11,764,27,38,0,0.058301013386713375,0
brand,image,food,hashtags,7486,5,116,0,0,3,293,5,19,45,0.06011220945765429,0
creator,reel,comedy,external,10034,12,112,0,0,20,269,9,9,36,0.03846920470400638,0
creator,reel,travel,external,31095,7,132,0,0,20,264,15,13,39,0.013217559093101785,0
brand,image,food,external,10034,8,124,1,0,4,676,18,35,84,0.0981662348016743,0
brand,carousel,technology,home feed,10739,8,130,0,0,19,25,1,1,3,0.0033522674364465967,0
creator,carousel,fitness,external,13798,8,131,0,0,0,154,1,5,22,0.015581968401217568,0
creator,carousel,lifestyle,hashtags,6916,8,124,0,0,22,389,8,14,69,0.08458646616541353,0
creator,reel,food,reels feed,6916,9,110,0,0,14,744,0,34,114,0.15529207634470793,1
creator,carousel,fashion,reels feed,15923,4,106,1,0,0,691,22,39,0,0.05350750486717327,0
creator,carousel,lifestyle,profile,3447,14,121,0,0,2,565,13,28,101,0.25442413693066435,1
creator,carousel,fitness,external,15923,6,129,0,0,15,82,0,7,10,0.007724674998429944,0
creator,reel,travel,explore,9696,3,126,0,0,10,142,3,10,24,0.02330858085808581,0
creator,image,technology,profile,13798,11,133,1,0,14,341,6,13,57,0.03667198144658646,0
brand,reel,photography,reels feed,10018,5,128,0,0,20,517,12,23,77,0.07626272709123577,0
creator,image,music,explore,3083,9,120,0,0,7,133,7,5,14,0.06162828413882582,0
creator,carousel,lifestyle,reels feed,15923,7,120,0,0,10,179,4,6,27,0.016265779061734598,0
brand,carousel,lifestyle,reels feed,9696,6,116,0,0,6,573,14,25,86,0.08745874587458746,0
creator,reel,comedy,external,13798,14,104,0,0,6,316,10,18,52,0.035802290186983624,0
brand,carousel,travel,external,22291,8,109,0,0,20,447,16,22,49,0.028845722488896865,0
brand,reel,lifestyle,hashtags,15986,8,108,1,0,22,125,10,6,22,0.012948830226448143,0
creator,carousel,comedy,home feed,13798,7,109,0,0,9,205,7,8,31,0.022104652848238874,0
creator,reel,fitness,home feed,9696,2,126,0,0,18,182,6,5,18,0.02526815181518152,0
creator,reel,lifestyle,external,15986,9,118,0,0,19,76,3,2,20,0.008007006130364069,0
brand,carousel,technology,reels feed,9696,12,140,1,0,3,157,4,10,30,0.02629950495049505,0
brand,reel,fashion,profile,4542,4,116,1,0,13,183,8,8,38,0.0658300308234258,0
creator,image,music,hashtags,31095,5,121,1,0,1,284,0,6,27,0.011448785978453127,0
creator,image,fitness,home feed,8167,8,103,1,0,20,122,3,10,16,0.02326435655687523,0
creator,image,photography,home feed,4972,2,108,1,0,8,100,7,10,15,0.03499597747385358,0
creator,carousel,travel,hashtags,8167,7,126,0,0,1,217,0,14,49,0.04371250153054977,0
brand,reel,travel,hashtags,4972,12,116,0,0,16,63,0,1,0,0.01327433628318584,0
brand,carousel,travel,profile,9044,9,132,0,0,9,324,7,20,31,0.0508624502432552,0
creator,reel,technology,external,10034,13,142,0,0,23,57,2,3,7,0.008371536774965119,0
creator,image,fitness,hashtags,4972,9,122,0,0,4,124,2,5,20,0.03680611423974256,0
creator,carousel,lifestyle,explore,6916,6,116,0,0,3,325,8,18,50,0.07157316367842684,0
creator,reel,technology,hashtags,6916,5,120,0,0,18,538,20,31,87,0.12218045112781954,0
brand,carousel,comedy,external,10018,5,116,1,0,22,167,5,9,27,0.025753643441804752,0
brand,reel,travel,hashtags,10739,15,106,1,0,6,222,11,12,37,0.0329639631250582,0
creator,carousel,photography,external,8167,3,111,0,0,8,99,5,6,15,0.01922370515489164,0
creator,reel,comedy,hashtags,6916,9,128,0,0,19,191,2,11,25,0.04019664545980335,0
brand,carousel,music,reels feed,22291,5,114,0,0,2,306,8,16,46,0.020725853483468663,0
creator,image,lifestyle,external,10018,6,116,1,0,5,635,16,29,91,0.0934318227191056,0
creator,image,lifestyle,home feed,13798,6,133,0,0,21,542,16,24,87,0.059428902739527466,0
creator,image,food,profile,9696,11,122,0,0,4,202,2,7,28,0.029187293729372937,0
creator,reel,photography,hashtags,10739,4,108,0,0,12,426,10,13,71,0.058385324518111556,0
creator,carousel,technology,profile,4542,6,143,1,0,12,371,14,18,64,0.12791721708498457,0
creator,carousel,technology,hashtags,8167,8,117,1,0,1,223,6,10,34,0.0407738459654708,0
creator,image,beauty,home feed,3083,6,115,0,0,17,49,2,1,7,0.02270515731430425,0
creator,reel,music,home feed,3083,8,117,0,0,4,53,3,4,4,0.025624391826143365,0
brand,image,travel,hashtags,5824,7,96,1,0,13,63,2,3,8,0.015796703296703296,0
creator,carousel,food,external,9696,15,112,0,0,18,140,6,4,18,0.020627062706270627,0
creator,image,comedy,explore,15986,10,109,0,0,18,249,9,6,36,0.022332040535468535,0
creator,image,lifestyle,profile,15986,10,122,0,0,12,161,2,6,19,0.013824596521956712,0
creator,reel,beauty,external,15923,6,141,0,0,9,237,4,12,36,0.022169189223136345,0
brand,image,beauty,profile,15923,9,118,0,0,23,220,9,0,35,0.019343088613954656,0
creator,image,music,reels feed,10018,16,124,0,0,16,884,22,49,147,0.13665402275903374,0
creator,carousel,fashion,home feed,9461,11,111,1,0,20,760,30,44,97,0.12112884473100095,0
creator,carousel,lifestyle,profile,15923,4,121,0,0,20,128,3,8,0,0.0099227532500157,0
brand,image,technology,profile,9696,10,119,0,0,13,50,1,2,8,0.007632013201320132,0
creator,carousel,comedy,hashtags,15923,9,113,0,0,0,468,14,30,67,0.04521760974690699,0
brand,image,travel,reels feed,22291,6,126,0,0,0,808,26,55,111,0.05594185994347495,0
brand,carousel,travel,hashtags,3083,7,124,1,0,2,289,11,13,44,0.14206941290950373,1
brand,carousel,photography,hashtags,3551,7,129,0,0,21,633,13,23,93,0.2573922838637004,1
brand,reel,fashion,hashtags,3447,11,126,1,0,6,329,13,19,48,0.14737452857557296,1
creator,reel,music,profile,9461,12,135,1,0,9,220,3,7,22,0.030757848007610188,0
creator,reel,travel,explore,15923,6,134,0,0,1,246,6,9,30,0.0216667713370596,0
creator,carousel,food,hashtags,4542,8,134,0,0,4,494,17,24,75,0.16512549537648613,1
creator,image,travel,hashtags,10034,7,104,0,0,14,205,6,17,32,0.0330875024915288,0
creator,carousel,fitness,reels feed,3551,7,123,1,0,0,45,1,3,9,0.02083920022528865,0
brand,reel,food,profile,10034,10,122,0,0,23,546,23,13,82,0.07923061590591987,0
brand,reel,comedy,home feed,10739,10,98,0,0,18,141,2,7,22,0.019554893379271812,0
creator,carousel,photography,explore,22291,9,127,0,0,22,125,4,7,13,0.008075007850702077,0
creator,reel,travel,profile,7486,5,130,0,0,0,27,0,0,4,0.004675394068928667,0
brand,image,technology,profile,15923,5,128,0,0,13,60,5,4,9,0.006280223575959304,0
brand,carousel,food,reels feed,3551,10,131,0,0,5,414,15,33,69,0.19177696423542664,1
creator,carousel,photography,external,3447,7,114,0,0,12,798,18,50,109,0.3487090223382652,1
creator,carousel,beauty,profile,3551,10,108,0,0,10,71,0,4,11,0.029569135454801464,0
creator,reel,fitness,external,3551,12,116,1,0,8,193,8,9,36,0.08673613066741763,0
creator,image,fitness,explore,9696,7,136,0,0,20,74,0,2,5,0.009282178217821782,0
creator,image,comedy,hashtags,13798,12,122,1,0,6,96,3,5,13,0.010363820843600522,0
brand,image,food,explore,8167,8,123,0,0,6,1835,57,109,291,0.3499449002081548,1
creator,image,technology,external,8167,13,120,0,0,23,294,10,16,45,0.055344679808987385,0
brand,carousel,fashion,hashtags,9044,4,127,0,0,10,0,26,41,100,0.041463954002653694,0
brand,reel,technology,explore,22291,9,108,0,0,4,63,5,1,6,0.003947781615898793,0
creator,image,photography,external,10018,8,115,0,0,10,395,8,14,63,0.05779596725893392,0
creator,image,travel,external,3447,8,126,0,0,11,47,3,2,7,0.02117783579924572,0
creator,image,lifestyle,reels feed,31095,9,116,1,0,19,403,7,23,61,0.01955298279466152,0
creator,carousel,comedy,hashtags,8167,5,140,0,0,0,109,5,4,16,0.01995836904616138,0
creator,image,lifestyle,hashtags,9696,7,119,1,0,7,253,4,15,36,0.038985148514851485,0
creator,carousel,food,profile,9461,8,116,0,0,21,126,5,5,17,0.019553958355353555,0
brand,carousel,fashion,reels feed,8167,5,101,0,0,0,254,0,11,37,0.04420227745806293,0
creator,image,fitness,explore,13798,8,111,0,0,4,305,7,15,45,0.03290331932164082,0
creator,carousel,fitness,home feed,3551,4,128,1,0,9,363,12,18,55,0.15516755843424387,1
creator,image,beauty,hashtags,3551,7,124,0,0,1,147,2,6,23,0.06054632497887919,0
brand,carousel,photography,profile,9044,4,130,1,0,21,338,11,20,43,0.055948695267580714,0
creator,carousel,photography,reels feed,31095,10,106,1,0,0,0,12,15,54,0.005692233478051134,0
brand,reel,technology,reels feed,9044,2,128,0,0,3,139,3,11,23,0.02476780185758514,0
creator,carousel,photography,profile,15923,7,120,0,0,2,188,0,14,21,0.017082208126609308,0
brand,image,technology,home feed,10018,8,130,0,0,21,173,7,10,23,0.02625274505889399,0
creator,carousel,technology,external,9696,6,133,0,0,6,104,4,6,0,0.013407590759075907,0
creator,reel,travel,hashtags,10739,10,117,0,0,4,204,5,11,22,0.027097495111276654,0
brand,carousel,comedy,hashtags,22291,8,120,0,0,7,123,7,8,26,0.009555425956664124,0
brand,carousel,lifestyle,hashtags,3551,6,112,1,0,2,430,15,18,64,0.1807941424950718,1
brand,carousel,travel,explore,4542,11,106,0,0,18,142,3,11,16,0.04689564068692206,0
creator,image,fashion,hashtags,10739,12,122,0,0,1,572,15,32,95,0.08268926343234938,0
creator,image,fashion,external,8167,6,112,0,0,8,88,3,3,11,0.015305497734786335,0
creator,carousel,fashion,reels feed,13798,7,125,1,0,19,160,7,10,28,0.018843310624728223,0
brand,carousel,fitness,profile,4542,5,130,0,0,17,38,1,1,7,0.012549537648612946,0
creator,carousel,fitness,explore,15923,10,122,0,0,6,317,14,16,53,0.031338315644036926,0
brand,carousel,comedy,profile,31095,9,116,1,0,23,430,10,25,50,0.020099694484643833,0
creator,carousel,fashion,hashtags,31095,7,118,0,0,18,34,1,1,4,0.0015114970252452162,0
creator,image,food,profile,9044,2,109,0,0,8,187,5,10,33,0.032397169394073416,0
creator,image,food,home feed,15986,6,113,1,0,19,196,10,9,24,0.01820342799949956,0
creator,image,beauty,hashtags,8167,9,119,1,0,6,137,5,11,25,0.028162115832006857,0
creator,carousel,travel,explore,22291,13,127,1,0,15,210,2,13,32,0.01422098604818088,0
brand,carousel,lifestyle,external,15923,13,105,0,0,13,28,0,3,3,0.002700496137662501,0
creator,carousel,fitness,home feed,10034,5,141,1,0,8,1118,31,62,179,0.17181582619095076,1
creator,image,photography,profile,5824,6,126,1,0,6,215,6,5,31,0.0521978021978022,0
brand,image,lifestyle,profile,15986,9,108,0,0,20,152,0,5,16,0.012448392343300387,0
creator,carousel,music,hashtags,9044,5,128,0,0,12,499,21,32,0,0.07043343653250773,0
creator,reel,comedy,reels feed,8167,4,103,1,0,13,44,0,0,3,0.006122199093914534,0
brand,reel,comedy,profile,5824,5,110,1,0,0,357,10,16,52,0.09083104395604395,0
brand,reel,fashion,profile,7486,3,129,0,0,12,159,1,10,27,0.03272775848250067,0
brand,image,food,explore,7486,10,124,0,0,1,286,9,17,46,0.05971146139460326,0
brand,reel,fashion,profile,15923,13,109,0,0,6,434,11,23,52,0.03950260629278402,0
creator,carousel,lifestyle,external,5824,11,126,0,0,12,339,8,16,39,0.08258928571428571,0
creator,image,food,explore,10018,6,147,0,0,20,104,1,2,19,0.014973048512677181,0
brand,reel,fashion,hashtags,3551,6,135,1,0,14,177,7,20,44,0.09546606589693044,0
brand,carousel,lifestyle,home feed,13798,13,97,0,0,12,73,6,2,12,0.00833454123786056,0
creator,reel,music,profile,4972,8,119,1,0,18,92,3,3,0,0.02152051488334674,0
brand,carousel,beauty,profile,9044,8,102,0,0,8,51,0,3,4,0.007518796992481203,0
brand,image,travel,external,3083,12,122,0,0,9,167,8,9,17,0.07914369120986052,0
creator,carousel,beauty,hashtags,7486,9,123,0,0,21,148,6,4,25,0.029655356665776116,0
brand,reel,music,profile,3551,9,115,1,0,13,231,8,0,35,0.0892706279921149,0
creator,image,beauty,external,10739,9,122,0,0,9,107,2,5,16,0.014712729304404508,0
creator,carousel,photography,hashtags,9696,10,125,0,0,2,426,15,27,61,0.06796617161716172,0
creator,carousel,fitness,reels feed,9044,5,99,0,0,16,247,9,6,34,0.038810260946483856,0
brand,carousel,fitness,hashtags,10018,8,125,0,0,9,43,0,1,6,0.005789578758235177,0
creator,image,photography,reels feed,9696,4,133,0,0,10,150,2,9,15,0.02176155115511551,0
brand,image,fitness,explore,9044,6,126,1,0,18,166,5,7,16,0.025320654577620522,0
brand,image,lifestyle,hashtags,4542,7,116,1,0,17,82,1,7,13,0.028841919859092912,0
creator,carousel,fitness,hashtags,22291,5,114,0,0,0,1037,0,46,157,0.06679825938719662,0
brand,image,comedy,external,9696,10,110,0,0,19,281,9,11,38,0.04207920792079208,0
brand,carousel,comedy,external,15923,7,109,0,0,22,322,7,13,30,0.027318972555422972,0
creator,image,food,reels feed,4542,7,128,0,0,18,318,14,20,42,0.10788199031263761,0
creator,image,technology,home feed,7486,5,120,1,0,15,126,4,6,18,0.025113545284531125,0
creator,image,music,hashtags,13798,5,129,0,0,9,50,0,0,8,0.004783301927815626,0
creator,image,comedy,hashtags,15986,10,130,0,0,21,62,2,2,7,0.005379707243838358,0
brand,carousel,travel,profile,10018,7,147,0,0,2,56,1,3,11,0.008884008784188461,0
brand,reel,food,profile,31095,9,114,0,0,13,74,3,5,13,0.003891300852227046,0
creator,carousel,photography,explore,10018,8,113,0,0,13,90,2,1,11,0.011878618486723898,0
brand,carousel,music,reels feed,10034,10,122,1,0,11,122,9,0,21,0.01813832967909109,0
creator,image,music,hashtags,22291,14,128,1,0,22,354,12,17,50,0.023731550850118882,0
creator,image,photography,external,10018,6,139,0,0,21,933,22,47,111,0.13375923337991616,0
brand,image,technology,hashtags,15923,9,113,0,0,3,516,14,28,81,0.0496137662500785,0
creator,image,beauty,reels feed,6916,8,113,0,0,3,496,19,26,83,0.11249277038750723,0
creator,carousel,beauty,hashtags,4972,6,114,0,0,3,401,21,22,66,0.12892196299275946,0
brand,carousel,fashion,explore,22291,7,133,1,0,20,18,0,1,4,0.0013009734870575568,0
creator,image,fashion,home feed,6916,12,110,0,0,0,491,9,21,82,0.1064198958935801,0
brand,carousel,food,hashtags,3083,11,141,0,0,22,767,23,33,97,0.35874148556600716,1
creator,carousel,fashion,profile,9044,7,97,0,0,15,211,9,13,31,0.03648827952233525,0
creator,image,fashion,hashtags,22291,8,113,0,0,13,31,1,3,6,0.002422502355210623,0
creator,reel,photography,home feed,22291,11,128,0,0,8,46,3,1,5,0.0029159750571979724,0
creator,carousel,beauty,profile,10739,5,133,0,0,21,223,6,10,0,0.024676413073843002,0
brand,image,fashion,hashtags,3551,10,115,0,0,12,108,3,9,19,0.050408335680090115,0
creator,carousel,comedy,hashtags,4972,5,115,0,0,1,63,1,3,16,0.021319388576025743,0
creator,reel,travel,explore,3083,9,118,0,0,12,122,3,7,19,0.06065520596821278,0
brand,image,comedy,external,22291,5,135,0,0,6,1174,44,64,151,0.07877618769907137,0
creator,reel,technology,reels feed,13798,12,114,0,0,13,91,3,2,18,0.010073923757066242,0
brand,carousel,comedy,explore,4542,5,130,1,0,18,140,4,6,13,0.04227212681638045,0
brand,carousel,food,home feed,9461,6,137,0,0,5,2631,93,117,408,0.42109713560934364,1
creator,image,fashion,external,3447,5,124,0,0,13,57,0,3,2,0.020307513780098638,0
brand,image,fashion,external,9696,6,112,1,0,11,51,1,2,9,0.007941419141914192,0
brand,image,photography,hashtags,8167,4,131,0,0,23,291,8,13,45,0.05338557609893474,0
brand,carousel,lifestyle,home feed,3083,13,133,0,0,21,1039,40,49,158,0.5131365553032761,1
creator,carousel,technology,explore,6916,8,124,0,0,13,85,2,5,17,0.01995373048004627,0
brand,reel,comedy,profile,8167,10,112,0,0,9,622,24,29,96,0.11619933880249786,0
creator,carousel,lifestyle,external,3551,10,113,0,0,20,81,5,5,12,0.036609405801182764,0
creator,carousel,music,explore,4972,10,116,0,0,15,365,9,19,60,0.11263073209975864,0
creator,carousel,travel,profile,7486,5,120,0,0,14,142,2,6,16,0.026182206786000535,0
creator,reel,travel,explore,15986,7,104,1,0,3,394,17,23,63,0.03897160015013137,0
brand,carousel,beauty,external,13798,10,111,0,0,7,638,0,31,86,0.06544426728511378,0
creator,image,fashion,explore,8167,5,127,1,0,5,299,9,18,52,0.05816089139218807,0
brand,image,beauty,home feed,8167,12,136,0,0,10,276,6,15,34,0.04910003673319456,0
creator,image,photography,home feed,15923,8,90,0,0,7,153,4,6,22,0.014004898574389248,0
creator,image,technology,explore,22291,7,113,1,0,11,0,8,14,37,0.00592167242384819,0
brand,reel,technology,explore,13798,9,152,1,0,15,64,1,5,4,0.006450210175387737,0
creator,image,music,explore,10018,8,117,0,0,3,203,3,9,0,0.0235575963266121,0
creator,image,food,hashtags,3551,7,103,0,0,9,147,7,11,17,0.06420726555899746,0
creator,carousel,technology,home feed,10034,9,118,1,0,1,316,12,15,38,0.045943791110225236,0
creator,image,technology,home feed,3083,10,119,0,0,22,284,8,23,38,0.14433992864093415,1
creator,image,technology,hashtags,10739,5,138,0,0,15,242,5,19,45,0.03715429742061645,0
brand,carousel,travel,profile,4972,6,128,0,0,23,163,4,10,0,0.040426387771520515,0
